Liste des tickets du jour

--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| datetime            | caissiere_id | client_id | type    | ean             | nom                                                                                                                             | pu    | qte   |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 3250391550531   | FIORINI SPAGHETTONI 500G                                                                                                        | 0.87  | 4.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 3229962079986   | SOJA.BRE.CHOC.CALC.BIO BJORG1L                                                                                                  | 2.89  | 1.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 3250392259624   | COOKIES PEPITES CHOCO CHABRIOR                                                                                                  | 1.56  | 2.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 8076809513388   | SAUCE ARRABBIATA 400G                                                                                                           | 2.06  | 4.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 5600380895194   | PROZIS BEURRE CACAHUETES NOIX DE PECAN CARAMELISEES 250G                                                                        | 4.0   | 1.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 3596710540679   | POUCE BARRE PATISSILRE 800                                                                                                      | 2.15  | 1.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | VRAC    |                 | PERSIL FRISE                                                                                                                    | 1.59  | 0.17  |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 3263852511194   | CHAPELURE                                                                                                                       | 0.89  | 4.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 3666072016553   | 883161 PYJAMA BE MARINE FON 9M                                                                                                  | 21.99 | 2.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 3166296203482   | POIV.NOIR                                                                                                                       | 3.95  | 4.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 3560071469511   | 200G CAFE SOLUBLE LYOPH SIMPL                                                                                                   | 3.09  | 1.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | VRAC    |                 | NAVET VIOLET                                                                                                                    | 4.09  | 1.52  |
| 2025-09-22 10:26:14 | 19           | 396.0     | VRAC    |                 | Aubergine                                                                                                                       | 3.85  | 0.85  |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 8435177019937   | CLEMENTINES FILET 1.                                                                                                            | 2.99  | 5.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 3184670001455   | 4X100G+2OFF FAISSELLE RIANS                                                                                                     | 2.1   | 3.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | VRAC    |                 | avocat                                                                                                                          | 6.99  | 1.52  |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 3023290101995   | LAITIERE MA RECET.PANACH8X125G                                                                                                  | 3.59  | 1.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 6920077402689   | NOUILLES AU B?UF BRAISE UNIF 108G                                                                                               | 1.25  | 1.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 3270190026761   | CARREFOUR JARANA CABILLAUD 250G                                                                                                 | 2.45  | 4.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | VRAC    |                 | Radis Blanc                                                                                                                     | 5.5   | 2.26  |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 3250392195977   | quenelles brochet                                                                                                               | 4.59  | 4.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | VRAC    |                 | POMME DE TERRE DE CONSOMMATION A CHAIR FERME                                                                                    | 3.29  | 0.26  |
| 2025-09-22 10:26:14 | 19           | 396.0     | VRAC    |                 | POIRE CONFERENCE VRAC                                                                                                           | 3.99  | 0.27  |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 3564706584327   | MRBAC GOURMAND CITR MERING.500G                                                                                                 | 3.08  | 3.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 3250392323165   | LOOK BAFG CITRON 1L5                                                                                                            | 1.32  | 1.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 3560070962365   | MIEL BOURGOGNE                                                                                                                  | 7.03  | 1.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | VRAC    |                 | POMME CHANTECLER MOD VRAC                                                                                                       | 2.99  | 1.82  |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 3564707095730   | BOISSON AU SOJA 1L BIO                                                                                                          | 1.24  | 4.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | PRODUIT | 3564700005729   | MR EPINARDS EN BRANCHES 1KG                                                                                                     | 0.93  | 3.0   |
| 2025-09-22 10:26:14 | 19           | 396.0     | VRAC    |                 | Banane Cavendish                                                                                                                | 2.5   | 1.68  |
| 2025-09-22 10:27:44 | 29           |           | PRODUIT | 4015400801078   | FEBREZE 3VOLUTION COTON                                                                                                         | 13.2  | 5.0   |
| 2025-09-22 10:27:44 | 29           |           | VRAC    |                 | PECHE/NECTARINE BIO AGRUMBIO                                                                                                    | 7.25  | 1.18  |
| 2025-09-22 10:27:44 | 29           |           | PRODUIT | 5413149750425   | SWIFFER LINGETTES HUMIDESCITRON X12                                                                                             | 4.03  | 1.0   |
| 2025-09-22 10:27:44 | 29           |           | PRODUIT | 5021991939594   | BIO CLIPPER INFUSION DIVINE DI GESTION 38G                                                                                      | 3.47  | 2.0   |
| 2025-09-22 10:27:44 | 29           |           | PRODUIT | 5410056781887   | DEVOS LEMMENS SAUCE SAMOURAII                                                                                                   | 1.39  | 5.0   |
| 2025-09-22 10:27:44 | 29           |           | PRODUIT | 3023290030585   | *SIGGI'S SKYR MYRTILLE 2X140G                                                                                                   | 1.69  | 4.0   |
| 2025-09-22 10:27:44 | 29           |           | VRAC    |                 | RAISIN NOIR SANS PEPIN 500G                                                                                                     | 7.98  | 1.82  |
| 2025-09-22 10:27:44 | 29           |           | VRAC    |                 | POIVRON VERT VRAC                                                                                                               | 3.99  | 1.61  |
| 2025-09-22 10:27:44 | 29           |           | PRODUIT | 5000204322217   | Canard Bloc WC Eau Verte                                                                                                        | 2.75  | 1.0   |
| 2025-09-22 10:27:44 | 29           |           | VRAC    |                 | Orange a jus 2kg                                                                                                                | 0.98  | 1.92  |
| 2025-09-22 10:27:44 | 29           |           | VRAC    |                 | ENDIVE BIO SACHET                                                                                                               | 3.79  | 2.29  |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 7640150496105   | EL TONY 33CL                                                                                                                    | 3.0   | 1.0   |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 3472860405511   | 400G COF. FER COOKIE TT CHOCO                                                                                                   | 8.29  | 2.0   |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 3182280052508   | ECUSSON ROSE 3X33CL                                                                                                             | 3.79  | 5.0   |
| 2025-09-22 10:28:09 | 48           |           | VRAC    |                 | Chou Kale                                                                                                                       | 6.49  | 0.26  |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 3286151510118   | EMMENTAL RAPE SACHET 1 KG LAIT CRU                                                                                              | 10.08 | 4.0   |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 3560070603794   | 2X40G bloc fg cnd 30% mor crf                                                                                                   | 7.1   | 1.0   |
| 2025-09-22 10:28:09 | 48           |           | VRAC    |                 | ECHALOTE LONGUE TRADITIONNELLE                                                                                                  | 1.89  | 1.66  |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 3154230811077   | LE BON PARIS FUME 4T LOT 2+1                                                                                                    | 5.38  | 5.0   |
| 2025-09-22 10:28:09 | 48           |           | VRAC    |                 | KIWI SAUNE Soreci                                                                                                               | 6.49  | 0.99  |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 3490215000105   | BIO SOUPE 8 LEGUMES                                                                                                             | 3.52  | 4.0   |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 3228470062046   | OR INTENSE                                                                                                                      | 3.73  | 2.0   |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 3770013130342   | LEGUMES FERMENTES KIMCHI DOUX                                                                                                   | 3.27  | 3.0   |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 3250391214921   | LOOK LIMONADE ZERO 1L5                                                                                                          | 0.62  | 3.0   |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 3336971110170   | B-CHIPS EXTRA MAXI FORMAT 400G                                                                                                  | 2.95  | 5.0   |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 3617170499670   | NAIN DE JARDIN SOLAIRE POE+PP                                                                                                   | 4.9   | 5.0   |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 3598050000226   | ALTIFLORE SORBET MYRTILLE 750ML                                                                                                 | 5.61  | 3.0   |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 8711252541884   | EDC BROSSE A CHEVEUX 4ASS                                                                                                       | 1.09  | 1.0   |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 3266140061890   | RAVIOLI A L'OSSAU IRATY AOP X2                                                                                                  | 3.55  | 3.0   |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 3560071083342   | 300G GALET SOJA TOMA/BASIL CRF                                                                                                  | 2.67  | 1.0   |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 3245679741510   | AUC PEINT MURALE COULEURPERLE 2,5L SATIN                                                                                        | 26.99 | 1.0   |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 3564700589571   | MR CIDRE BRUT PET 1L5 4 5LES G                                                                                                  | 1.88  | 4.0   |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 3614703040446   | Drap de Bain UNI BIO 90X150CM                                                                                                   | 17.5  | 3.0   |
| 2025-09-22 10:28:09 | 48           |           | VRAC    |                 | Haricots verts très fins                                                                                                        | 1.09  | 2.49  |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 3760265230938   | CHICOREE DAGOBERT                                                                                                               | 7.6   | 3.0   |
| 2025-09-22 10:28:09 | 48           |           | PRODUIT | 3168930170662   | LIPTON PECHE/ABRI 1,25LT                                                                                                        | 2.29  | 5.0   |
| 2025-09-22 10:31:10 | 37           |           | PRODUIT | 3770000910483   | CHIPS DE POMME DE TERRE AU PESTO BIO                                                                                            | 2.6   | 3.0   |
| 2025-09-22 10:31:10 | 37           |           | PRODUIT | 3700147257332   | ETIQUETTE VRAC LESSIVE HYPOALLERGENIQUE                                                                                         | 0.18  | 1.0   |
| 2025-09-22 10:31:10 | 37           |           | PRODUIT | 3250390511045   | PERSIL LYOPHILISE CIGALOU                                                                                                       | 2.86  | 5.0   |
| 2025-09-22 10:31:10 | 37           |           | PRODUIT | 3252970011945   | 400G+30% OF CROZETS SARRASIN                                                                                                    | 2.79  | 2.0   |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 3760013116040   | HARENG FUME AU KG                                                                                                               | 30.21 | 3.0   |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 8712561032018   | CIF CREME                                                                                                                       | 2.79  | 5.0   |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 3365622031267   | SARDINES TOMATE SECHEE                                                                                                          | 6.63  | 2.0   |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 3265479358008   | HUILE POUR FRITURE FRIAL 2L                                                                                                     | 6.71  | 3.0   |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 3346027793523   | WC NET ENERGY BLOC N                                                                                                            | 2.69  | 1.0   |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 3760378350103   | RISTE D'AUBERGINE AU QUINOA                                                                                                     | 5.99  | 5.0   |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 3266054117546   | BONBON MIRABELLE QUETSCH                                                                                                        | 4.99  | 3.0   |
| 2025-09-22 10:32:45 | 6            |           | VRAC    |                 | RAISINS SECS SULTANINE                                                                                                          | 10.1  | 1.41  |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 8410076611277   | PROT CHOC&CRAMB NAT VALL                                                                                                        | 3.19  | 3.0   |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 3560070379323   | SOJA A CUISINER                                                                                                                 | 1.01  | 4.0   |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 3229820765341   | TANOSHI VINAIGRE DE RIZ 15CL                                                                                                    | 3.55  | 4.0   |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 5449000283870   | BTE 6X33CL COCA CO                                                                                                              | 3.65  | 2.0   |
| 2025-09-22 10:32:45 | 6            |           | VRAC    |                 | CLEMENTINE CORSE                                                                                                                | 6.49  | 0.31  |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 3434410075711   | PUREE AUX CEPES 450G                                                                                                            | 3.66  | 5.0   |
| 2025-09-22 10:32:45 | 6            |           | VRAC    |                 | Oignon Cébettes                                                                                                                 | 3.15  | 0.33  |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 3107460008953   | RH.VX SECR.FUT CLEM.41,4° 70CL                                                                                                  | 41.69 | 2.0   |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 3276770027340   | VERR ST JACQ CAROTTE POM X GUYADER                                                                                              | 8.03  | 4.0   |
| 2025-09-22 10:32:45 | 6            |           | VRAC    |                 | BATAVIA ROUGE PIECE                                                                                                             | 1.29  | 1.87  |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 3760020509521   | TARTINE AVOINE SS G.                                                                                                            | 16.6  | 2.0   |
| 2025-09-22 10:32:45 | 6            |           | VRAC    |                 | Fenouil                                                                                                                         | 4.91  | 0.55  |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 417950034148    | CURRY MADRAS 35G                                                                                                                | 2.95  | 1.0   |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 8400035008514   | OR.NAVELINE ESP 2KG X 10 5/6                                                                                                    | 1.8   | 3.0   |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 8008343200134   | 500G LINGUINE N°13 RUMMO                                                                                                        | 1.97  | 2.0   |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 0490000002461   | Kiwai (barquette 200g)                                                                                                          | 4.22  | 5.0   |
| 2025-09-22 10:32:45 | 6            |           | VRAC    |                 | Orange de Table (Gros Calibre)                                                                                                  | 3.3   | 2.12  |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 7613287121974   | SMARTIES MINI 315G                                                                                                              | 3.71  | 2.0   |
| 2025-09-22 10:32:45 | 6            |           | VRAC    |                 | riz thai 1/2 complet                                                                                                            | 3.6   | 2.26  |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 3662217007110   | GEL NETTOYANT VISAGE HOMME                                                                                                      | 3.75  | 2.0   |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 3465511901708   | BABY MUNGO                                                                                                                      | 2.65  | 3.0   |
| 2025-09-22 10:32:45 | 6            |           | PRODUIT | 3046920027885   | SEL LINDT                                                                                                                       | 2.43  | 2.0   |
| 2025-09-22 10:32:54 | 44           |           | VRAC    |                 | CELERI BRANCHE VERT                                                                                                             | 2.49  | 2.06  |
| 2025-09-22 10:32:54 | 44           |           | PRODUIT | 3256477039457   | escargots bourg                                                                                                                 | 18.15 | 5.0   |
| 2025-09-22 10:36:19 | 9            | 141.0     | PRODUIT | 3255290253972   | PANCAKES CHOCOLAT WHA! X7 259G                                                                                                  | 1.92  | 1.0   |
| 2025-09-22 10:36:19 | 9            | 141.0     | PRODUIT | 3596710337132   | PURÉE BROCOL                                                                                                                    | 2.21  | 3.0   |
| 2025-09-22 10:36:19 | 9            | 141.0     | PRODUIT | 3267460031150   | Sauce tomate piment espelette Lazzaretti 270g                                                                                   | 2.99  | 3.0   |
| 2025-09-22 10:36:19 | 9            | 141.0     | PRODUIT | 3269714127886   | PÂTE DE CURRY VERT THAI                                                                                                         | 4.82  | 3.0   |
| 2025-09-22 10:36:19 | 9            | 141.0     | VRAC    |                 | Patate douce                                                                                                                    | 1.49  | 1.43  |
| 2025-09-22 10:36:19 | 9            | 141.0     | PRODUIT | 3560070900077   | DESSERT PECHE MRX                                                                                                               | 3.34  | 4.0   |
| 2025-09-22 10:36:19 | 9            | 141.0     | PRODUIT | 3338310002092   | POM.DE TERRE GRENAILLE 600G                                                                                                     | 5.07  | 5.0   |
| 2025-09-22 10:36:19 | 9            | 141.0     | PRODUIT | 3700992600451   | 200ML IMPERMEAB.PROCT BARANNE                                                                                                   | 3.14  | 4.0   |
| 2025-09-22 10:36:19 | 9            | 141.0     | PRODUIT | 3366321052386   | ST HUB BIO DOUX SS HDP 23                                                                                                       | 2.64  | 1.0   |
| 2025-09-22 10:36:19 | 9            | 141.0     | PRODUIT | 8711200460755   | CORNICH CROQ VT 6 EP                                                                                                            | 1.55  | 3.0   |
| 2025-09-22 10:36:19 | 9            | 141.0     | PRODUIT | 3250392423360   | CHAB FLOCONS D'AVOIN                                                                                                            | 1.55  | 2.0   |
| 2025-09-22 10:36:19 | 9            | 141.0     | VRAC    |                 | RAISIN NOIR VRAC                                                                                                                | 3.99  | 1.92  |
| 2025-09-22 10:36:19 | 9            | 141.0     | VRAC    |                 | PDT VRAC                                                                                                                        | 1.99  | 2.37  |
| 2025-09-22 10:36:19 | 9            | 141.0     | PRODUIT | 3291960006134   | HUILE OLIVE DOUCE                                                                                                               | 10.79 | 5.0   |
| 2025-09-22 10:36:19 | 9            | 141.0     | VRAC    |                 | POMELO PIECE                                                                                                                    | 0.99  | 0.44  |
| 2025-09-22 10:36:19 | 9            | 141.0     | PRODUIT | 3560071437329   | HOUMOUS TRUFFE ETE CRF                                                                                                          | 2.39  | 2.0   |
| 2025-09-22 10:36:19 | 9            | 141.0     | VRAC    |                 | NECTARINE BLANCHE/JAUNE                                                                                                         | 5.99  | 0.21  |
| 2025-09-22 10:37:53 | 47           | 217.0     | PRODUIT | 3999000388720   | MELANGE NUTS'N BERRIES                                                                                                          | 4.79  | 2.0   |
| 2025-09-22 10:37:53 | 47           | 217.0     | PRODUIT | 3162050039168   | HERBES DE PROVENCE L'ORIGINAL                                                                                                   | 1.78  | 3.0   |
| 2025-09-22 10:37:53 | 47           | 217.0     | PRODUIT | 3760034600207   | FILET COURGETTE                                                                                                                 | 3.14  | 2.0   |
| 2025-09-22 10:37:53 | 47           | 217.0     | VRAC    |                 | AIL ROSE LAUTREC 3 TETES IDR                                                                                                    | 1.53  | 2.44  |
| 2025-09-22 10:37:53 | 47           | 217.0     | PRODUIT | 3760005025633   | CHOCO BISSON CACAO VANILLE                                                                                                      | 3.55  | 5.0   |
| 2025-09-22 10:37:53 | 47           | 217.0     | PRODUIT | 3760248987545   | Soupe courgette curcuma citron                                                                                                  | 2.97  | 3.0   |
| 2025-09-22 10:37:53 | 47           | 217.0     | VRAC    |                 | ORANGE A JUS BIO                                                                                                                | 1.29  | 1.85  |
| 2025-09-22 10:37:53 | 47           | 217.0     | PRODUIT | 3770003791959   | Capsule Tarrazu La Brulerie                                                                                                     | 8.4   | 2.0   |
| 2025-09-22 10:37:53 | 47           | 217.0     | VRAC    |                 | CLEMENTINE CORSE                                                                                                                | 6.49  | 1.63  |
| 2025-09-22 10:37:53 | 47           | 217.0     | VRAC    |                 | OIGNON ROUGE VRAC                                                                                                               | 4.99  | 2.15  |
| 2025-09-22 10:37:53 | 47           | 217.0     | PRODUIT | 3560070181902   | HARICOTS BLC TOMATE CRF CL                                                                                                      | 0.98  | 5.0   |
| 2025-09-22 10:37:53 | 47           | 217.0     | PRODUIT | 3700819800118   | 3X20CL UHT FL ENT 30% FAIREF                                                                                                    | 2.85  | 5.0   |
| 2025-09-22 10:37:53 | 47           | 217.0     | PRODUIT | 3578835505269   | AZINC VITALITE LOT 2                                                                                                            | 15.81 | 4.0   |
| 2025-09-22 10:37:53 | 47           | 217.0     | VRAC    |                 | CITRON FILET                                                                                                                    | 1.99  | 0.67  |
| 2025-09-22 10:37:53 | 47           | 217.0     | PRODUIT | 7622400013928   | COTE D'OR                                                                                                                       | 3.86  | 3.0   |
| 2025-09-22 10:37:53 | 47           | 217.0     | PRODUIT | 3760374750143   | Cookie chocolat au lait.vanil                                                                                                   | 2.8   | 3.0   |
| 2025-09-22 10:37:53 | 47           | 217.0     | PRODUIT | 3250390190295   | RANOU SCSSE COURBE 300G                                                                                                         | 3.7   | 2.0   |
| 2025-09-22 10:41:25 | 38           | 164.0     | PRODUIT | 3256630031410   | ESSENCE F MIEUXA                                                                                                                | 5.09  | 4.0   |
| 2025-09-22 10:41:25 | 38           | 164.0     | PRODUIT | 3269710112725   | CIT.CONFIT GING BIO                                                                                                             | 4.12  | 2.0   |
| 2025-09-22 10:41:25 | 38           | 164.0     | PRODUIT | 3179142897896   | VANILLE PAPOUASIE IGOUSE                                                                                                        | 4.86  | 2.0   |
| 2025-09-22 10:41:25 | 38           | 164.0     | PRODUIT | 3256228588197   | PAIN NR VOLLKORNBR.U                                                                                                            | 2.05  | 1.0   |
| 2025-09-22 10:41:25 | 38           | 164.0     | PRODUIT | 7613287598967   | 300G STARBUCKS SGNT CHOCO 70%                                                                                                   | 4.4   | 1.0   |
| 2025-09-22 10:41:25 | 38           | 164.0     | PRODUIT | 3240931545264   | LUST GIRASOLI RIC/EPIN 250G                                                                                                     | 2.12  | 4.0   |
| 2025-09-22 10:41:25 | 38           | 164.0     | PRODUIT | 3600542624596   | AMBRE SOLAIRE SUPER UV STICK SPF50                                                                                              | 12.99 | 5.0   |
| 2025-09-22 10:41:25 | 38           | 164.0     | PRODUIT | 3760253401685   | PARMIGI AOP                                                                                                                     | 5.85  | 5.0   |
| 2025-09-22 10:41:25 | 38           | 164.0     | PRODUIT | 0493077000002   | Champignon Shiitaké                                                                                                             | 16.72 | 2.0   |
| 2025-09-22 10:46:52 | 13           |           | PRODUIT | 3608580124108   | ANDROS BE NUTS PAT CACAHUETES CROQUANT                                                                                          | 3.59  | 3.0   |
| 2025-09-22 10:46:52 | 13           |           | PRODUIT | 8437027607172   | FRAISES CHOCOLAT NOIR                                                                                                           | 4.99  | 1.0   |
| 2025-09-22 10:46:52 | 13           |           | PRODUIT | 3229820804057   | Nouilles japonaises udon TANO                                                                                                   | 2.99  | 2.0   |
| 2025-09-22 10:46:52 | 13           |           | PRODUIT | 3036812100109   | ROYCO MN VELOUTE POTIRON                                                                                                        | 2.17  | 1.0   |
| 2025-09-22 10:46:52 | 13           |           | PRODUIT | 3250391282456   | BOUTON DOR OLIV.VERT.DENOY160G                                                                                                  | 0.95  | 3.0   |
| 2025-09-22 10:46:52 | 13           |           | PRODUIT | 3291960008282   | OLIVES NOIRES AU NATUREL                                                                                                        | 8.1   | 5.0   |
| 2025-09-22 10:46:52 | 13           |           | PRODUIT | 9556041131971   | AYAM SAUCE PIMENT SUCREE SALEE                                                                                                  | 3.15  | 2.0   |
| 2025-09-22 10:46:52 | 13           |           | PRODUIT | 3603313023260   | 4 ACCUS RTU HR03 850 MAH 1P                                                                                                     | 8.5   | 2.0   |
| 2025-09-22 10:46:52 | 13           |           | PRODUIT | 3111950213703   | SABAROT LENTILLE VERTE                                                                                                          | 2.58  | 2.0   |
| 2025-09-22 10:46:52 | 13           |           | PRODUIT | 3456300003796   | PETITS POIS CAROTTES PETIT BOCAL                                                                                                | 2.7   | 3.0   |
| 2025-09-22 10:46:52 | 13           |           | VRAC    |                 | échalote                                                                                                                        | 9.96  | 1.4   |
| 2025-09-22 10:46:52 | 13           |           | PRODUIT | 20011581        | Gouda jeune sans OGM                                                                                                            | 4.47  | 2.0   |
| 2025-09-22 10:46:52 | 13           |           | PRODUIT | 3252971331004   | PATES ALPHABETS                                                                                                                 | 1.89  | 3.0   |
| 2025-09-22 10:46:52 | 13           |           | PRODUIT | 3425601535794   | MIEL DE FRANCE NOUV AQUIT.425GR                                                                                                 | 5.37  | 2.0   |
| 2025-09-22 10:46:52 | 13           |           | PRODUIT | 3700531211681   | COFFRET COLLECTION DECOUVERTE                                                                                                   | 17.67 | 5.0   |
| 2025-09-22 10:46:52 | 13           |           | PRODUIT | 3245678115534   | AUCH CAFE SOLUBLE LYOPHILISE                                                                                                    | 4.98  | 3.0   |
| 2025-09-22 10:46:52 | 13           |           | PRODUIT | 3770024052282   | Bocal Ratatouille La Petite Cantine 450g                                                                                        | 6.61  | 4.0   |
| 2025-09-22 10:46:52 | 13           |           | PRODUIT | 3760228710002   | SG BQ 85G SALADE D ALGUE                                                                                                        | 3.5   | 1.0   |
| 2025-09-22 10:46:52 | 13           |           | PRODUIT | 3038353421309   | TABOULE DES TOMATE G                                                                                                            | 3.44  | 5.0   |
| 2025-09-22 10:46:52 | 13           |           | PRODUIT | 7993412000085   | ANANAS                                                                                                                          | 1.98  | 5.0   |
| 2025-09-22 10:47:28 | 46           | 85.0      | PRODUIT | 7613035144699   | CEREALE NESQUICK450 NESTL                                                                                                       | 3.05  | 5.0   |
| 2025-09-22 10:47:28 | 46           | 85.0      | VRAC    |                 | Citron                                                                                                                          | 2.97  | 0.84  |
| 2025-09-22 10:47:28 | 46           | 85.0      | VRAC    |                 | POMME GOLDEN 400/220 RUNGIS                                                                                                     | 2.49  | 0.56  |
| 2025-09-22 10:47:28 | 46           | 85.0      | VRAC    |                 | Chou Rave Vert                                                                                                                  | 1.99  | 1.53  |
| 2025-09-22 10:47:28 | 46           | 85.0      | PRODUIT | 3560071469771   | GALET RIZ CHOC                                                                                                                  | 1.62  | 2.0   |
| 2025-09-22 10:47:28 | 46           | 85.0      | PRODUIT | 3770007341563   | Mezzé bio, chou-fleur-sésame-cumin Les 3 Chouettes 100g                                                                         | 3.11  | 4.0   |
| 2025-09-22 10:47:28 | 46           | 85.0      | VRAC    |                 | GESIERS DE VOLAILLE LE GAULOIS                                                                                                  | 6.94  | 2.42  |
| 2025-09-22 10:47:28 | 46           | 85.0      | PRODUIT | 3390390000153   | PUREE CACAHUETES 350GR                                                                                                          | 4.4   | 3.0   |
| 2025-09-22 10:47:28 | 46           | 85.0      | PRODUIT | 3760294960165   | Pois chiche Elibio PNE 265g                                                                                                     | 1.02  | 5.0   |
| 2025-09-22 10:47:28 | 46           | 85.0      | PRODUIT | 3017800502624   | *DAUCY MAIS SRP 2X285G  BOX                                                                                                     | 1.82  | 3.0   |
| 2025-09-22 10:47:28 | 46           | 85.0      | PRODUIT | 3259010600022   | SOYA CUISINE                                                                                                                    | 3.45  | 5.0   |
| 2025-09-22 10:47:28 | 46           | 85.0      | VRAC    |                 | Radis bleu                                                                                                                      | 5.5   | 2.42  |
| 2025-09-22 10:47:28 | 46           | 85.0      | PRODUIT | 3116740037088   | FILI DOOO XL FRAISE                                                                                                             | 2.26  | 1.0   |
| 2025-09-22 10:47:28 | 46           | 85.0      | PRODUIT | 3770024649079   | AMAND.NOIS.PIL                                                                                                                  | 3.4   | 5.0   |
| 2025-09-22 10:48:26 | 28           | 172.0     | PRODUIT | 3045320016901   | CREM.PRUNEAUX ANDROS                                                                                                            | 2.97  | 5.0   |
| 2025-09-22 10:48:26 | 28           | 172.0     | VRAC    |                 | RADIS BOTTE                                                                                                                     | 1.2   | 1.58  |
| 2025-09-22 10:48:26 | 28           | 172.0     | PRODUIT | 3770008103450   | ALVADIEM STICK PIED NO                                                                                                          | 10.95 | 5.0   |
| 2025-09-22 10:48:26 | 28           | 172.0     | PRODUIT | 8801073142961   | NOUILLES HOT CHICKEN KIMCHI SAMYANG 5X135G                                                                                      | 7.95  | 5.0   |
| 2025-09-22 10:48:26 | 28           | 172.0     | VRAC    |                 | CHAMPIGNON BLANC BQ                                                                                                             | 5.16  | 1.77  |
| 2025-09-22 10:48:26 | 28           | 172.0     | PRODUIT | 3040695850044   | FIL POLY 500M GR                                                                                                                | 6.99  | 5.0   |
